auction_id,"Seller ID","Seller Name","Seller DBA","Seller Address","Seller City","Seller State","Seller Zip","Seller Contact","Seller Phone","Buyer ID","Buyer Name","Buyer DBA","Buyer Address","Buyer City","Buyer State","Buyer Zip","Buyer Contact","Buyer Phone","Price Charged to Customer",VIN,"Vehicle Year","Vehicle Make","Vehicle Model","Vehicle Trim","Vehicle Class","Green Light","Payment Status","Pickup Slip Released","Does not Run","Starts and Dies","Fails to Move Forward or Reverse","Transmission Problem","4WD/Drivetrain Problem"
360686,18842,"NOYES VOLKSWAGEN",,"18 PRODUCTION AVE",Keene,NH,03431,"SPENCER NOYES",6033577220,5245,"R & A Auto Sales, LLC",,"1171-1173 Park Ave",Cranston,RI,02910,"Roberto S. Gomez",401-275-6000,200.0,5TDDK3EH8BS054738,2011,Toyota,Highlander,Limited,"Large Crossover/SUV",0.0,pending,0,0,0,0,0,0
359795,817,"Mastel Ford, Inc","Mastel Ford Lincoln","1674 Olean Portville Road",Olean,NY,14760,"Matt Peters",716-372-7272,86,"Mark Shiffhauer","Mark's Auto & Paint","5202 Seneca St",Buffalo,NY,14224,"Mark Schiffauer",716-674-5788,150.0,3FADP4BJ2BM178380,2011,Ford,Fiesta,SE,other,0.0,pending,0,0,0,0,0,0
360869,5422,"FRANK GALOS CHEVROLET",,"884 Portland Rd",Saco,ME,04072,"James Allie",207-284-5986,3052,"Jamie Croyle","Croyle's Quality Cars","974 State Route 67","Ballston Spa",NY,12020,"Jamie Croyle",518-605-7588,425.0,1FTWW33F91EB44371,2001,Ford,F350SD,XLT,Pickup,1.0,pending,0,0,0,0,0,0
360552,15157,"Adirondack Transportation, LLC","Della Chevrolet Of Plattsburgh","170 Luzerne Road",Queensbury,NY,12804,"Joe Ruddy","518-2611591 Phil for Pick up",496,"John Spaccarelli","Spaccarelli, John","23 Old Route 6",Carmel,NY,10512,"John Spaccarelli",845-656-1888,275.0,JF1GE76689G520686,2009,Subaru,Impreza,WRX,"Small Car",1.0,pending,0,0,0,0,0,0
361312,6400,"Maguire cars LLC","Maguire Hyundai Maguire Subaru","154 Cecil Malone Drive",Ithaca,NY,14850,"Bobby Hobbs",607-273-8585,16591,"New Century Auto",,"949 w genesee st",Syracuse,NY,13204,"Mario Klisanin","315-396-5690 (Mario)",125.0,KNAFE161655072829,2005,Kia,Spectra5,SX,"Small Car",1.0,pending,0,0,0,0,0,0
360865,19349,"CNAC Little Rock",,"6055 Landers Rd","North Little Rock",AR,72117,"Matt Enderlin",5019751100,20802,"Dependable Pre-owned Vehicles",,"2723 South Mendenhall",Memphis,TN,38115,"Darius hester",19015460347,250.0,1FMCU04197KB80786,2007,Ford,Escape,Limited,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
361399,5666,"Valley Volkswagen, Inc.",,"314 Lee Jackson Highway",Staunton,VA,24401,"Chris Huffman",540-213-9000,12003,"Carlotta Car Sales- Kingston, Inc.",,"303 Wyoming Ave",Kingston,PA,18704,"Charles Pompey",570-885-0656,450.0,1J4NF2GBXAD572835,2010,Jeep,Patriot,Sport,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
361427,13328,"Juno USA Inc","City Mitsubishi","10575 Atlantic Blvd",Jacksonville,FL,32225,"Fawad Ahmad",904-565-2489,7718,autobuycenter.com,,"6145 Savannah Highway",Ravenel,SC,29470,"Jason Seabrook",843-225-5900,375.0,WDDNG71X27A103422,2007,Mercedes-Benz,"S Class",S550,"Luxury Car",1.0,pending,0,0,0,0,0,0
360930,17846,"LB Auto of 112, LLC","112 Mitsubishi","2004 Route 112",Medford,NY,11763,"Joe Lanza",631-758-2277,17050,"Courtesy Motors, Inc.","Courtesy Chrysler Jeep Dodge","440 28th St SE","Grand Rapids",MI,49548,"Jeffrey Hillard","616-241-9517 (Jeff direct line",1100.0,2B3CJ5DT1AH200797,2010,Dodge,Challenger,R/T,"Sporty Car",1.0,pending,0,0,0,0,0,0
361484,16777,"JONES CHEVROLET INC",,"21505 RT 6",Warren,PA,16365,"Jesse Milne",814-723-7222,11449,"D & A East Coast Auto Sales, LLC",,"1921 Buffalo Road",Erie,PA,16510,"Darrel J. Beason",814-315-1170,125.0,2G4WC582X71228893,2007,Buick,LaCrosse,CX,"Mid-Size Car",0.0,pending,0,0,0,0,0,0
361472,10340,"Great Lakes Ford, Inc.","Thayer Ford Nissan","18039 North Dixie Highway","Bowling Green",OH,43402,"Kyle Friedley",419-353-5271,13279,"Wilson & Wilson, Ltd","Integrity Automall","310 North Washington St",Tiffin,OH,44883,"Bob Wilson",419-447-7497,125.0,5GTDN136068141761,2006,Hummer,H3,,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
361531,5769,"Kody Imports II, LLC","Waldorf Toyota","2600 Crain Highway",Waldorf,MD,20601,"Thomas Kody",301-843-3700,5075,"Dlawer A. Doski","Global Motors","115 Main Street",Binghamton,NY,13905,"Peko Doski",607-651-6203,450.0,3VWSE69M04M144943,2004,Volkswagen,Jetta,GLI,"Small Car",0.0,pending,0,0,0,0,0,0
361530,10006,"Molye Chevrolet Inc",,"115 West Main Street","Honeoye Falls",NY,14472,"Vito Arbore",585-512-8648,10598,"Roadmaster Motors, LLC",,"543 Concord Street",Holliston,MA,01746,"Patrick Ditucci",774-277-2836,500.0,2GTFK69U321384019,2002,GMC,"Sierra 1500",Denali,Pickup,1.0,pending,0,0,0,0,0,0
349911,807,"Matthews GM Chevy","Matthews GM Chevy","3721 Old Vestal Road",Vestal,NY,13850,"Jim Breward",607-798-8000,14016,"United Auto Wholesalers, LLC",,"3600 Airline Blvd",Portsmouth,VA,23701,"Adam Cherry",757-499-0006,600.0,WMEEJ31X18K095878,2008,Smart,fortwo,passion,"Small Car",1.0,pending,0,0,0,0,0,0
361577,4459,"Williams Toyota of Elmira (Vehicle Pickup @ J&R)",,"498 Glenmary Drive",Owego,NY,13831,"James Oppedisano","570-396-3810 Jess (J&R)",4315,"Brian M. Malchak",,"2272 Ridge Road","Mc Graw",NY,13101,"Brian M. Malchak",315-663-4025,150.0,5TDZK23C37S022830,2007,Toyota,Sienna,LE,Minivan,0.0,pending,0,0,0,0,0,0
361263,16276,"Dick Wickstrom Chevrolet, Inc.",,"555 East Irving Park Road",Roselle,IL,60172,"John Pontarelli",630-529-7070,13518,"city limits auto inc",,"901 west washington st",Woodstock,IL,60098,Steve,8153370700,125.0,1FTNF20557EA38381,2007,Ford,F250SD,XL,Pickup,0.0,pending,0,0,0,0,0,0
361318,6400,"Maguire cars LLC","Maguire Hyundai Maguire Subaru","154 Cecil Malone Drive",Ithaca,NY,14850,"Bobby Hobbs",607-273-8585,325,"Marina Dodge Chrysler, Inc.",,"941 Ridge Road",Webster,NY,14580,"Kurt Huffman",585-671-3000,225.0,4S3BNAC66F3051221,2015,Subaru,Legacy,Premium,"Mid-Size Car",1.0,to_be_floored,1,0,0,0,0,0
361622,320,"Lebrun, LLC","Lebrun Toyota","2435 State Route 332",Canandaigua,NY,14424,"Jeff Holtz",585-394-5280,4315,"Brian M. Malchak",,"2272 Ridge Road","Mc Graw",NY,13101,"Brian M. Malchak",315-663-4025,200.0,JTMBK31V786048585,2008,Toyota,RAV4,Limited,"Small Crossover/SUV",0.0,pending,0,0,0,0,0,0
360667,4364,"Planet Kia",,"3007 Scranton Carbondale Hwy.",Olyphant,PA,18447,"Tom Wegmann",570-382-3297,14327,"Ocean View",,"437 New Brunswick Ave",Fords,NJ,08863,"Ocean View",9084774389,,1GYDE637X40117356,2004,Cadillac,SRX,Base,other,1.0,paid,1,0,0,0,0,0
357517,19568,"Burns Buick GMC Inc",,"500, west Rte. 70",Marlton,NJ,08053,"GREGORY POLLICE",8569833700,6500,"Family Auto Brokers",,"632 W 1ST AVE",Roselle,NJ,07203,"Family Auto Brokers",9082412277,175.0,1G1ND52J23M530926,2003,Chevrolet,Malibu,Base,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
361490,13064,"Waikem Motors","Waikem Economy","4012 Lincoln Way E",Massillon,OH,44646,"Ken Lyons",330-478-8199,13279,"Wilson & Wilson, Ltd","Integrity Automall","310 North Washington St",Tiffin,OH,44883,"Bob Wilson",419-447-7497,200.0,3G5DA03E24S513682,2004,Buick,Rendezvous,CX,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
361539,15550,"Toyota of Cedar Park",,"5600 183A Toll Road",Leander,TX,78641,"Robert Heredia","512-388-2049 (Double R Towing)",14291,"Atlas Group, Inc.","Elite Auto Mall","5703 San Pedro Ave","San Antonio",TX,78212,"Armia Mazaheri",210-734-9000,200.0,JTEZU14R030009985,2003,Toyota,4Runner,SR5,"Large Crossover/SUV",0.0,pending,0,0,0,0,0,0
3611321,4558,"Liberty Automotive, LTD","Liberty Toyota","4397 Route 130 South",Burlington,NJ,08016,"Rodney Bohler","609-386-6300 ext. 6413",14327,"Ocean View",,"437 New Brunswick Ave",Fords,NJ,08863,"Ocean View",9084774389,125.0,5FNRL384X8B067113,2008,Honda,Odysset,EX,other,,,0,0,0,0,0,0
360188,9044,"Stanford Allen Chevrolet Cadillac",,"15180 South Dixie Highway",Monroe,MI,48161,"Ben Almester",734-242-4200,20533,"Art Auto Sales",,"450 Baltimore Summerset Rd",Baltimore,OH,43105,"Mack Hanna",614-301-8759,350.0,3VWRM71K89M024669,2009,Volkswagen,Jetta,SE,"Small Car",1.0,error,0,0,0,0,0,0
361098,13900,"Riata Ford",,"10507 Highway 290 East",Manor,TX,78653,"Travis Hall",512-454-3711,17580,"Pleasanton Truck Company",,"217 2nd St",Pleasanton,TX,78064,"Jason Smith",830-569-3447,225.0,3D7MX48C27G724285,2007,Dodge,"Ram 3500",SLT,Pickup,1.0,pending,0,0,0,0,0,0
360945,3468,"Northwest Hills Automotive",,"2065 East Main Street",Torrington,CT,06790,"Carman T. Dragone","(860) 482-0700",19150,"Great Bridge Auto Sales Corporation","Wine Automotive","343 North Battlefield Blvd, Suite 100",Chesapeake,VA,23320,"Jeffrey M. Wine",757-373-3693,625.0,1FBZX2ZG7GKA37080,2016,Ford,"T350 Vans",XLT,"Full-Size Van",1.0,to_be_floored,0,0,0,0,0,0
360802,9949,"MMCA 16, LLC","Della KIA","170 Luzerne Road",Queensbury,NY,12804,"Joe Ruddy","518-361-1591 Phil for Pick up",19208,"SMS Autowerks, LLC",,"39 Chambersbridge Rd Suite #124",Lakewood,NJ,08701,"James Keech",848-234-7969,400.0,1B3HB48B87D379764,2007,Dodge,Caliber,SXT,"Small Car",1.0,pending,0,0,0,0,0,0
361645,8677,"Global Motors Corp.","Global Auto Mall","1099 Route 22",Plainfield,NJ,07060,"Craig Horsch",908-757-4000,3824,"Big T's Auto Sales LLC",,"1414 Broad St",Bloomfield,NJ,07003,"Anthony Tuminaro",973-844-9099,125.0,1J8GR48K18C123455,2008,Jeep,"Grand Cherokee",Laredo,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
361288,5186,"Tasca Automotive Group Inc","Tasca Ford","1300 Pontiac Avenue",Cranston,RI,02920,"Colton Capobianco",401-681-1300,18837,"Village Motors",,"227 Burnside Ave","East Hartford",CT,06108,"Gregory Mullins",8607296545,150.0,YV4982CZ4A1566094,2010,Volvo,XC90,,"Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
539463,10738,"Cooper Chevrolet, Inc",,"1300 South Quintard Avenue",Anniston,AL,36207,"Chad M. Pearson",256-236-4481,9966,"Executive Automotive, LLC",,"945 Main Street","West Columbia",SC,29170,"David Westfall",803-400-2410,450.0,1YVHP84D345N89770,2004,Mazda,Mazda6,S,other,,,0,0,0,0,0,0
361815,16719,"Sames Bastrop CDJ, Inc.",,"1586 State Highway 71 West","Cedar Creek",TX,78612,"Robbie Robbins",512-772-2227,15427,"MRC, Inc. ","Plaza Auto Sales","7815 Hammerly Blvd",Houston,TX,77055,"Marvin McMurrey",713-682-1234,275.0,1GCEK19T21E191895,2001,Chevrolet,"Silverado 1500",LT,Pickup,0.0,pending,0,0,0,0,0,0
360987,18731,"CAIN BMW INC","Cain BMW","6461 WHIPPLE AVE NW","North Canton",OH,44720,"Randy Turner",330-494-5588,17030,"Bose Motors, Inc.",,"14030 South Cicero Ave",Crestwood,IL,60418,"Sean Bailey",708-897-9421,525.0,1GKEC13T05R181665,2005,GMC,Yukon,SLT,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
360965,6737,"Steingold Auto Sales, LTD","Steingold Volvo","766 Broadway",Pawtucket,RI,02861,"Stephen M. Bernardo",401-723-4700,18837,"Village Motors",,"227 Burnside Ave","East Hartford",CT,06108,"Gregory Mullins",8607296545,225.0,YV1952AS6C1163829,2012,Volvo,S80,Base,other,1.0,paid,1,0,0,0,0,0
361507,10213,"Enterprise Rental Buffalo",,"245 Cayuga Road",Buffalo,NY,14225,"Jason Bolt",716-632-1115,13325,"AlbanyT, LLC","Northway Toyota Scion","727 New Loudon Road",Latham,NY,12110,"John Chidsey",518-783-1951,425.0,1GYKNFRS8JZ141083,2018,Cadillac,XT5,"Premium Luxury","Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
361868,18682,"Lehigh Valley Motor Cars Inc.","Mercedes Benz Porsche Lehigh Valley","3401 Lehigh St.",Allentown,PA,18103,"Paul Goodwin",610-439-1555,12693,"Michaels Auto Center","Dick Michaels' Inc.","457 Old York Road","New Hope",PA,18938,"Barry Blount",215-862-9677,125.0,4JGAB57EX4A492383,2004,Mercedes-Benz,"M Class",ML350,"Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
361880,13036,"Waikem Motors, Inc.","Waikem Hyundai","3748 Lincoln Way East",Massillon,OH,44646,"Joshua Tracy",234-521-7413,20379,"Selig Leasing Co. Inc.",,"2510 s.108th",Milwaukee,WI,53227,"Mark Gabardi",414-327-2100,625.0,2FMDK4KC2BBA40779,2011,Ford,Edge,Limited,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
361896,20985,"James Motor Company",,"2440 Richmond Road",Lexington,KY,40502,"Eddie Barntley",8592681150,7348,"Motion Auto LLC",,"2962 Ariens Drive",Hebron,KY,41048,"Daniel J Bosch Jr.",859-240-4045,200.0,4JGBF7BE7AA596756,2010,Mercedes-Benz,"GL Class",GL450,"Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
361881,232,"Wheatfield Village Motors, Inc.","Lia Honda","4891 Transit Road",Buffalo,NY,14221,"Kurt Schroeder",716-632-3323,11449,"D & A East Coast Auto Sales, LLC",,"1921 Buffalo Road",Erie,PA,16510,"Darrel J. Beason",814-315-1170,200.0,3VWEF71K87M133803,2007,Volkswagen,Jetta,Wolfsburg,"Small Car",1.0,pending,0,0,0,0,0,0
355593,11888,"Andy Mohr Kia",,"8789 East US Highway 36",Avon,IN,46123,"Jon Burgoni",317-713-1922,17525,"TLC Motors",,"206 North Truman Blvd","Crystal City",MO,63019,"Larry Crismon Jr.",636-543-3111,400.0,1G1ZB5E02CF194645,2012,Chevrolet,Malibu,LS,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
361002,5794,"Audi South Burlington",,"1325 Shelburne Road","South Burlington",VT,05403,"David Swartz",802-861-3466,634,"Mapledale Motors, LLC",,"8096 State Route 12",Barneveld,NY,13304,"David Gleasman",315-725-6240,300.0,4S4BRBKC7D3316724,2013,Subaru,Outback,Limited,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
361590,3232,"Fox Imports Inc","Fox Toyota Subaru","188 Grant Ave Road ",Auburn,NY,13021,"Robert Carlson",315-253-8739,19668,"Ted Britt Sterling Chevrolet LLC","Ted Britt Chevrolet","46990 HARRY BYRD HWY",Sterling,VA,20164,"GREGG M STEWART",7034507500,500.0,3GTP2VE31BG351247,2011,GMC,"Sierra 1500",SLE,Pickup,1.0,pending,0,0,0,0,0,0
360805,520,"Depaula Chevrolet, Inc.",,"1 Fairfield Ave",Albany,NY,12205,"Shawn Townsend","518-281-4413 (Shawn)",19668,"Ted Britt Sterling Chevrolet LLC","Ted Britt Chevrolet","46990 HARRY BYRD HWY",Sterling,VA,20164,"GREGG M STEWART",7034507500,525.0,1GNKVGKD4EJ137986,2014,Chevrolet,Traverse,LT,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
361970,10362,"DCH NY Motors LLC","DCH Wappingers Falls Toyota Auto Group","1349 Route 9","Wappingers Falls",NY,12590,"Karl Boye",845-296-4207,10088,"Indy Auto Man, LLC",,"4031 South East St",Indianapolis,IN,46227,"Eugene Gorin",317-439-9826,900.0,JF2SH6CC0AH915168,2010,Subaru,Forester,"X Premium","Small Crossover/SUV",1.0,pending,1,0,0,0,0,0
361692,9900,"Portsmouth Chevrolet",,"549 US Highway 1 Bypass",Portsmouth,NH,03801,"Scott Desrosiers",603-436-5010,11399,"Ron's Auto Used Car Sales","Ron's Auto ","38 Mumford Drive","West Rutland",VT,05777,"Ronald Jensen",802-438-5434,300.0,1G1ZU63826F131221,2006,Chevrolet,Malibu,"LTZ Maxx","Mid-Size Car",1.0,pending,0,0,0,0,0,0
362049,5665,"Nissan of Staunton, Inc.","Valley Nissan of Staunton","297 Lee Jackson Highway",Staunton,VA,24401,"Chris Huffman",540-213-9000,13746,"Damas Auto, LLC",,"25358 Pleasant Valley Road, Suite120",Chantilly,VA,20152,"Ayham Khalaf",571-367-2933,250.0,3VWRF31Y18M400411,2008,Volkswagen,"New Beetle",SE,"Small Car",1.0,pending,0,0,0,0,0,0
361889,20632,"Phil Wright Autoplex",,"3300 E. Main",Russellville,AR,72811,"Brad Hottinger",4799681555,6820,"Lauer Motor Company LLC","Lauer Auto","226 E Ross Ave, Suite 104",Clearwater,KS,67026,"Jordan Lauer",316-992-2590,500.0,2T2HK31UX7C036337,2007,Lexus,"RX 350",,"Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
362147,13900,"Riata Ford",,"10507 Highway 290 East",Manor,TX,78653,"Travis Hall",512-454-3711,14291,"Atlas Group, Inc.","Elite Auto Mall","5703 San Pedro Ave","San Antonio",TX,78212,"Armia Mazaheri",210-734-9000,200.0,JA4LS21H23J023991,2003,Mitsubishi,"Montero Sport",ES,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
362100,16530,"Ingersoll Auto of Pawling, LLC",,"55 Route 22",Pawling,NY,12564,"Ryan Goldstein",845-878-6900,9399,"Rob's Quality Car Care of New Rochelle Inc.","New Rochelle Motors","730 Main Street","New Rochelle",NY,10801,"Chris Walls (NR Motors)",914-365-2022,125.0,4S3BMBP68D3044366,2013,Subaru,Legacy,Limited,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
362174,19962,"Pioneer Used Auto & RV Sales Inc",,"4544 5th st Rd",Huntington,WV,25701,"JAMES RAMEY",304-522-6999,8681,"Elvis Auto Sales, LLC",,"6266 Division Ave South","Grand Rapids",MI,49548,"Amy Sarak",616-888-2106,600.0,3GNFK16Z83G150882,2003,Chevrolet,Suburban,"1500 LT","Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
362057,10171,"Fenton Family Dealerships","Toyota Volvo of Keene","591 Monadnock Hwy",Swanzey,NH,03446,"Matthew Mead",603-354-5010,7665,"Bridgewater Vehicle Sales","Bridgewater Acura","1231 Route 22",Bridgewater,NJ,08807,"William Craig","908-370-1710 Bill",400.0,JF1VA1B60H9828282,2017,Subaru,WRX,Base,"Small Car",1.0,pending,1,0,0,0,0,0
362043,10171,"Fenton Family Dealerships","Toyota Volvo of Keene","591 Monadnock Hwy",Swanzey,NH,03446,"Matthew Mead",603-354-5010,12537,"Zinov Business Enterprise, Inc.","MBM Auto Sales","115 Lyanough Road",Hyannis,MA,02601,"Dmitry Zinov",508-778-8888,275.0,1J4GL48K74W294481,2004,Jeep,Liberty,Sport,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
361893,9900,"Portsmouth Chevrolet",,"549 US Highway 1 Bypass",Portsmouth,NH,03801,"Scott Desrosiers",603-436-5010,12537,"Zinov Business Enterprise, Inc.","MBM Auto Sales","115 Lyanough Road",Hyannis,MA,02601,"Dmitry Zinov",508-778-8888,225.0,JN8AS5MT1DW515113,2013,Nissan,Rogue,S,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
361981,5769,"Kody Imports II, LLC","Waldorf Toyota","2600 Crain Highway",Waldorf,MD,20601,"Thomas Kody",301-843-3700,20889,"Dukes Automotive LLC",,"614 S. Market",Lancaster,SC,29720,"Claude Lewis Mauldin Jr",8033132482,575.0,1C4BJWDG8GL289251,2016,Jeep,Wrangler,"Unlimited Sport","Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
362315,325,"Marina Dodge Chrysler, Inc.",,"941 Ridge Road",Webster,NY,14580,"Kurt Huffman",585-671-3000,4180,"Discount Auto Sales",,"48 4th  Street",Passaic,NJ,07055,"Mehmet Arvasi",973-928-4848,425.0,1GC1KVEG4BF168628,2011,Chevrolet,"Silverado 2500",W/T,Pickup,1.0,pending,0,0,0,0,0,0
362369,13900,"Riata Ford",,"10507 Highway 290 East",Manor,TX,78653,"Travis Hall",512-454-3711,15349,"MCMC Auto Ltd.","Mike Carlson Motor Company","264 Exchange st",Burleson,TX,76028,"Mark Jones",817-529-7681,300.0,1FMCU0D76CKA06771,2012,Ford,Escape,XLT,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
361198,3372,"3900 Sheridan Drive, LLC","Northtown Kia","3900 Sheridan Drive",Buffalo,NY,14226,"Kevin Hahn",716-217-2390,2009,"Northway Automotive",,"730 Route 68 ",Bordentown,NJ,08505,"Jerry Fido",973-663-3800,550.0,KNADM5A3XD6125373,2013,Kia,Rio,LX,"Small Car",1.0,pending,0,0,0,0,0,0
362365,1199,"Romeo Chevrolet Buick GMC, LLC",,"1665 Ulster Ave","Lake Katrine",NY,12449,"Joseph Romeo",518-361-2250,2936,"Connecticut Auto Center",,"503 New Haven Ave",Milford,CT,06460,"Sean Glynn",203-283-9043,200.0,2CNFLEEW3A6209877,2010,Chevrolet,Equinox,LT,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
362286,8574,"Pfeiffer Lincoln Mercury Inc.",,"2424 28th St. SE","Grand Rapids",MI,49512,"Bob Hodges",616-949-7800,2726,"Sam's Used Cars, LLC",,"559 Putnam Avenue",Zanesville,OH,43701,"Gary Clark",740-453-0923,500.0,1GKLVLED6AJ152845,2010,GMC,Acadia,SLE,"Large Crossover/SUV",1.0,approved,1,0,0,0,0,0
362428,2025,"Falls Dodge, Inc.","Joe Cecconi's Chrysler Complex","2380 Military Road","Niagara Falls",NY,14304,"Casey Coram",716-297-5800,1945,"Smith's Auto Sales of Rimersburg",,"108 Reigel School Road",Rimersburg,PA,16248,"Dustin Smith",814-473-3802,375.0,3CZRU6H5XGM713357,2016,Honda,HR-V,EX,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
362491,9567,"Vision Nissan Greece",,"4000 West Ridge Rd",Rochester,NY,14626,"Joe Minarik",585-227-3800,14619,"SG Used Autos","SG Used Autos","2160 Niagara Falls Blvd",Tonawanda,NY,14150,"Salvatore Gervasi",7163311074,150.0,1G3NL52E54C211914,2004,Oldsmobile,Alero,GL,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
362511,10783,"Ed Koehn Ford Wayland, Inc.",,"1159 West Superior St",Wayland,MI,49348,"Jerry Connor",269-792-2205,16363,"Joe-K Used Cars",,"6741 Manchester Ave","Saint Louis",MO,63139,"Jason Pool",314-280-8920,600.0,JNKAY01F67M458966,2007,INFINITI,M35,Base,"Luxury Car",1.0,pending,0,0,0,0,0,0
362493,13562,"Winter Haven Dodge",,"299 Cypress Gardens Blvd","Winter Haven",FL,33880,"Clint Tunbill",863-595-2106,20891,"AUTO GALLERY LLC",,"165 Route 46",Lodi,NJ,07644,"Paul Mascitelli",973-955-2550,1150.0,WBSPM93519E201073,2009,BMW,M3,,"Luxury Car",1.0,pending,0,0,0,0,0,0
362152,9391,"Vision Buick GMC LLC",,"800 PANORAMA TRAIL",Rochester,NY,14625,"John C Pollard","585 586-6940",19701,"Drive Automotive, Inc.",,"5632 Odana Road",Madison,WI,53719,"Dan Swift",608-294-8848,850.0,SALMF1D45BA330130,2011,"Land Rover","Range Rover",HSE,"Large Luxury Crossover/SUV",1.0,pending,0,0,0,0,0,0
361573,16530,"Ingersoll Auto of Pawling, LLC",,"55 Route 22",Pawling,NY,12564,"Ryan Goldstein",845-878-6900,20274,"Diverse Auto Wholesale Inc",,"172 South Dunton Ave",Patchogue,NY,11772,"Alon Zemach",6316879699,400.0,1FTPX045X5KC07829,2005,Ford,F150,XLT,Pickup,1.0,pending,0,0,0,0,0,0
361265,6737,"Steingold Auto Sales, LTD","Steingold Volvo","766 Broadway",Pawtucket,RI,02861,"Stephen M. Bernardo",401-723-4700,11962,"Brascar, Inc.",,"9 Sharon Court",Bethel,CT,06801,"Lucas Miranda Carrijo","203-417-4909 (Roy)",250.0,WAU4FAFL7AA079196,2010,Audi,A4,Prestige,"Luxury Car",1.0,pending,0,0,0,0,0,0
362545,6313,"Nissan of Webster, LLC","Vision Nissan","785 Ridge Road",Webster,NY,14580,"Alan Antinarelli",585-787-2000,6504,"TD Motor Leasing LLC",,"117 Van Duzer Street","Staten Island",NY,10301,"Eliahow Aflalo",917-375-2084,650.0,1N4AL2AP0CC173867,2012,Nissan,Altima,S,"Mid-Size Car",0.0,pending,0,0,0,0,0,0
362178,5747,"Price Chevrolet Company","Jim Price Chevrolet","2150 Seminole Trail",Charlottesville,VA,22901,"Gary Coppa",800-572-3158,2257,"Grand Motors Inc",,"3400 Ogden Ave",Lisle,IL,60532,"Walid Mourad",630-424-8800,850.0,WA1LFAFP0BA043184,2011,Audi,Q5,"Premium Plus","Small Luxury Crossover/SUV",1.0,approved,1,0,0,0,0,0
362328,19553,"Alpha Ural of NH",,"108 Lafayette Rd","North Hampton",NH,03862,"Blake Veinotte",603-585-5085,389,"Adam Auto Agency, LLC",,"27 Columbia Street",Rensselaer,NY,12144,"Farhan Bhatti",518-210-8645,350.0,WAUDN94F08N095435,2008,Audi,S6,,"Luxury Car",1.0,pending,0,0,0,0,0,0
354760,11606,"Arundel Ford",,"1561 Portland Road",Kennebunkport,ME,04046,"Thomas Bureau",207-985-7171,10981,"RG Motorsports, LLC",,"145 Whiting Street",Plainville,CT,06062,"Ray Guevara",860-351-5627,350.0,1GT121CG5BF123175,2011,GMC,"Sierra 2500",SLT,Pickup,1.0,approved,1,0,0,0,0,0
362605,5557,"Hunter Corp.","Hunter Chevrolet Volvo Subaru Hyundai","2520 Asheville Highway",Hendersonville,NC,28791,"Aaron Jones",828-693-8661,4782,"Sweet Rides, LLC",,"2851 N Highway 101",Greer,SC,29651,"John Lodato",864-977-1292,125.0,WVWNL7AN7AE562468,2010,Volkswagen,CC,Sport,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
362618,4879,"Haldeman Ford, Inc.","Haldeman Ford Subaru","607 NJ Highway 33",Trenton,NJ,08619,"Tim Lorang",609-586-7600,3203,"Leonard Perry Motors",,"945 Cedarbridge Ave",Brick,NJ,08723,"Jimmy Matera","7322026879 - FAX",125.0,1G2JB12F937229167,2003,Pontiac,Sunfire,SE,"Small Car",1.0,approved,1,0,0,0,0,0
362233,20937,"John Megel Chevrolet",,"1392 HWY 400 S",Dawsonville,GA,30534,"Eric Abernathy",7062655400,20889,"Dukes Automotive LLC",,"614 S. Market",Lancaster,SC,29720,"Claude Lewis Mauldin Jr",8033132482,375.0,4T1BF1FKXGU208472,2016,Toyota,Camry,LE,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
